City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
590,Marivan,35.5219,46.176,59.74,50,16,11.68,IR,2022-04-07 14:40:44
591,Peterhead,57.5058,-1.7981,44.67,72,90,22.3,GB,2022-04-07 14:39:12
592,Bondo,3.8146,23.6866,91.56,38,78,3.85,CD,2022-04-07 14:40:44
593,Scarborough,54.2797,-0.4044,42.78,85,100,8.01,GB,2022-04-07 14:39:34
594,Ennis,52.8436,-8.9864,44.53,81,40,20.71,IE,2022-04-07 14:40:45
595,Christchurch,-43.5333,172.6333,43.95,87,2,1.14,NZ,2022-04-07 14:40:45
596,Zabid,14.1951,43.3152,86.92,50,0,10.11,YE,2022-04-07 14:40:45
597,Sokoni,-6.4333,39.55,89.46,69,4,10.13,TZ,2022-04-07 14:40:45
598,Port Moresby,-9.4431,147.1797,76.53,85,69,4.59,PG,2022-04-07 14:40:46
599,Matamoros,25.5333,-103.25,67.26,20,36,14.54,MX,2022-04-07 14:41:46
600,Miramar,25.9873,-80.2323,87.03,73,20,18.41,US,2022-04-07 14:38:16
601,Bahadurganj,26.2667,87.8167,86.09,46,5,10.29,IN,2022-04-07 14:41:46
602,Mayumba,-3.432,10.6554,80.96,82,98,9.86,GA,2022-04-07 14:41:47
603,Kulachi,31.9286,70.4592,92.95,7,0,7.76,PK,2022-04-07 14:41:47
604,Ingham,42.6,-84.3833,44.91,84,100,8.05,US,2022-04-07 14:41:47
605,Chenghai,23.4632,116.768,69.71,49,0,4.47,CN,2022-04-07 14:41:48
606,Mariental,-24.6333,17.9667,85.19,15,63,3.89,NA,2022-04-07 14:41:48
607,Ranikhet,29.65,79.4167,61.66,18,0,3.11,IN,2022-04-07 14:41:48
608,Khamanon,30.8186,76.3508,85.33,11,0,7.47,IN,2022-04-07 14:41:49
609,Sogne,58.0833,7.8167,40.69,78,100,24.7,NO,2022-04-07 14:41:49
610,Smithers,54.7804,-127.1743,32.32,100,100,0.0,CA,2022-04-07 14:41:49
611,Hella,67.2,14.4333,39.06,49,0,3.44,NO,2022-04-07 14:41:49
612,Iskateley,67.6803,53.1512,9.73,89,100,8.19,RU,2022-04-07 14:41:50
613,Vakhrushev,48.9833,142.9667,31.68,78,95,13.0,RU,2022-04-07 14:41:50
614,Lastoursville,-0.8143,12.7287,90.7,52,58,2.28,GA,2022-04-07 14:41:50
615,Aykhal,66.0,111.5,13.93,95,100,10.76,RU,2022-04-07 14:41:51
616,Mizan Teferi,6.9833,35.5833,75.58,53,99,1.68,ET,2022-04-07 14:41:51
617,Junagarh,19.8667,82.9333,92.43,17,70,3.67,IN,2022-04-07 14:41:51
618,Kysyl-Syr,63.8986,122.7617,-6.2,100,95,4.0,RU,2022-04-07 14:41:52
619,Bulgan,48.8125,103.5347,52.92,31,100,11.43,MN,2022-04-07 14:41:52
620,Dotnuva,55.35,23.9,61.02,69,100,13.67,LT,2022-04-07 14:41:52
621,Kyzyl-Suu,42.3414,78.0056,52.3,43,33,7.38,KG,2022-04-07 14:41:52
622,Namatanai,-3.6667,152.4333,78.15,86,100,4.54,PG,2022-04-07 14:41:53
623,Ginir,7.1333,40.7,72.88,31,87,14.34,ET,2022-04-07 14:41:53
624,Bathsheba,13.2167,-59.5167,86.61,58,20,19.57,BB,2022-04-07 14:41:53
625,Muzhi,65.3667,64.6667,9.34,96,99,3.56,RU,2022-04-07 14:41:54
626,Mayahi,13.9553,7.6712,107.94,4,6,4.27,NE,2022-04-07 14:41:54
627,Lethem,3.3803,-59.7968,89.85,48,63,9.86,GY,2022-04-07 14:41:54
628,Tondano,1.3038,124.9112,71.69,94,30,0.4,ID,2022-04-07 14:41:54
629,Biak,-0.9131,122.8766,75.92,84,75,0.96,ID,2022-04-07 14:41:55
630,Cruzeiro Do Sul,-29.5128,-51.9853,74.52,88,100,1.77,BR,2022-04-07 14:41:55
631,Lukovetskiy,64.2956,41.9211,31.57,76,3,4.5,RU,2022-04-07 14:41:55
632,Lavrentiya,65.5833,-171.0,-11.47,97,100,6.2,RU,2022-04-07 14:41:56
633,Pinega,64.7001,43.3936,31.19,83,66,2.01,RU,2022-04-07 14:41:56
634,Iracoubo,5.4802,-53.2011,79.41,86,76,9.33,GF,2022-04-07 14:41:56
635,Gryazi,52.4966,39.9359,53.26,67,100,12.35,RU,2022-04-07 14:41:57
636,Camalu,30.85,-116.0667,71.29,38,1,2.28,MX,2022-04-07 14:41:57
637,Salamiyah,35.0113,37.0532,68.59,47,31,15.3,SY,2022-04-07 14:41:57
638,Knysna,-34.0363,23.0471,62.22,61,15,9.19,ZA,2022-04-07 14:41:57
639,Salvador,13.8333,-88.9167,81.05,46,49,1.28,SV,2022-04-07 14:41:58
640,Shostka,51.863,33.4698,58.5,54,99,15.97,UA,2022-04-07 14:37:55
641,Maldonado,-34.6667,-54.9167,71.22,46,82,5.1,UY,2022-04-07 14:41:58
642,Athabasca,54.7169,-113.2854,27.01,71,100,8.34,CA,2022-04-07 14:37:25
643,Jalu,29.0331,21.5482,91.74,14,0,23.22,LY,2022-04-07 14:41:59
644,Rock Sound,24.9,-76.2,78.42,77,3,16.35,BS,2022-04-07 14:41:59
645,Kichmengskiy Gorodok,59.9816,45.7854,29.37,87,77,2.91,RU,2022-04-07 14:41:59
646,Rapid Valley,44.0625,-103.1463,38.32,61,75,47.18,US,2022-04-07 14:37:40
647,Egvekinot,66.3167,-179.1667,-11.29,98,100,1.97,RU,2022-04-07 14:43:00
648,Lobito,-12.3481,13.5456,78.66,79,35,7.07,AO,2022-04-07 14:43:00
649,Lixourion,38.2019,20.4314,66.2,77,20,9.22,GR,2022-04-07 14:43:00
650,Sola,-13.8833,167.55,81.97,76,100,9.06,VU,2022-04-07 14:43:00
651,Harper,4.375,-7.7169,84.83,67,100,8.21,LR,2022-04-07 14:43:01
652,Port Macquarie,-31.4333,152.9167,65.89,82,63,10.11,AU,2022-04-07 14:43:01
653,Areia Branca,-4.9561,-37.1369,93.4,60,26,13.82,BR,2022-04-07 14:43:01
654,Frolovo,49.7713,43.6622,58.44,48,86,10.45,RU,2022-04-07 14:43:02
655,Veraval,20.9,70.3667,86.86,50,96,13.73,IN,2022-04-07 14:40:12
656,Kieta,-6.2167,155.6333,76.8,96,100,6.98,PG,2022-04-07 14:43:02
657,Belyy Yar,53.6039,91.3903,46.29,31,0,4.47,RU,2022-04-07 14:43:02
658,La Ciotat,43.1748,5.6045,62.85,63,22,22.59,FR,2022-04-07 14:43:03
659,Pipar,26.3856,73.5378,91.72,7,0,4.81,IN,2022-04-07 14:43:03
660,Suraabad,40.8192,49.4687,50.81,71,100,8.39,AZ,2022-04-07 14:43:03
661,Capaci,38.1711,13.2393,65.25,72,0,18.41,IT,2022-04-07 14:43:04
662,Yeppoon,-23.1333,150.7333,73.18,75,61,17.27,AU,2022-04-07 14:43:04
663,Nalgonda,17.05,79.2667,92.44,29,8,10.87,IN,2022-04-07 14:43:04
664,Minot,48.2325,-101.2963,34.02,69,100,26.46,US,2022-04-07 14:43:04
665,Macenta,8.5435,-9.471,91.67,40,100,0.74,GN,2022-04-07 14:43:05
666,Celestun,20.8667,-90.4,83.01,68,84,6.42,MX,2022-04-07 14:43:05
667,Kharitonovo,61.4009,47.4978,29.79,89,19,3.2,RU,2022-04-07 14:43:05
668,Polunochnoye,60.8697,60.4153,29.98,82,100,10.11,RU,2022-04-07 14:43:06
669,Rawson,-43.3002,-65.1023,55.89,79,100,14.27,AR,2022-04-07 14:43:06
670,Ranfurly,-45.1333,170.1,33.1,95,4,3.29,NZ,2022-04-07 14:43:06
671,Imeni Poliny Osipenko,52.4201,136.4853,9.37,97,98,0.54,RU,2022-04-07 14:43:07
672,Haines Junction,60.7522,-137.5108,21.15,86,100,1.14,CA,2022-04-07 14:43:07
673,Praia Da Vitoria,38.7333,-27.0667,64.65,94,75,24.99,PT,2022-04-07 14:43:07
674,Alcudia,39.8532,3.1214,69.69,54,5,19.01,ES,2022-04-07 14:43:08
675,Guayape,14.7167,-86.8333,82.4,50,27,3.76,HN,2022-04-07 14:43:08
676,Gazanjyk,39.2446,55.5154,75.33,25,100,8.9,TM,2022-04-07 14:43:08
677,Porto Nacional,-10.7081,-48.4172,86.0,55,75,2.98,BR,2022-04-07 14:43:08
678,Guiren,33.6697,118.1889,60.24,84,0,4.79,CN,2022-04-07 14:43:09
679,Sioux Lookout,50.1001,-91.917,24.87,68,100,16.11,CA,2022-04-07 14:42:20
680,Zaton,53.2936,83.8072,44.19,49,0,6.71,RU,2022-04-07 14:43:09
681,Siderno,38.2779,16.302,56.44,74,12,20.67,IT,2022-04-07 14:43:09
682,Chicama,-7.8447,-79.1469,63.14,69,92,7.99,PE,2022-04-07 14:43:10
683,Nynashamn,58.9034,17.9479,35.17,98,100,15.23,SE,2022-04-07 14:43:10
684,Hoquiam,46.9809,-123.8893,48.99,75,0,13.8,US,2022-04-07 14:38:39
685,Qui Nhon,13.7667,109.2333,74.16,78,96,16.67,VN,2022-04-07 14:43:10
686,Ribas Do Rio Pardo,-20.4431,-53.7592,87.64,55,86,7.87,BR,2022-04-07 14:43:11
687,Beisfjord,68.3751,17.5988,35.65,81,100,5.23,NO,2022-04-07 14:43:11
688,Salto,-31.3833,-57.9667,73.56,83,100,4.61,UY,2022-04-07 14:43:11
689,Nosy Varika,-20.5833,48.5333,78.67,83,11,4.76,MG,2022-04-07 14:43:12
690,Antofagasta,-23.65,-70.4,65.48,63,17,5.86,CL,2022-04-07 14:43:12
691,Semirom,31.4167,51.5667,55.38,27,5,22.55,IR,2022-04-07 14:43:12
692,Ghanzi,-21.5667,21.7833,86.34,22,29,6.69,BW,2022-04-07 14:43:13
693,Mafinga,-7.25,35.0667,80.69,52,32,4.16,TZ,2022-04-07 14:43:13
694,Kaeo,-35.1,173.7833,58.89,83,26,5.97,NZ,2022-04-07 14:43:13
695,Impfondo,1.6381,18.0667,91.0,44,85,2.95,CG,2022-04-07 14:43:14
696,Kirakira,-10.4544,161.9205,80.58,83,100,7.78,SB,2022-04-07 14:44:14
697,Rorvik,64.8621,11.2373,35.71,48,20,8.05,NO,2022-04-07 14:44:14
698,Sao Jose Da Coroa Grande,-8.8978,-35.1478,83.3,69,52,8.1,BR,2022-04-07 14:44:15
699,Kempele,64.9131,25.5034,36.12,69,0,9.22,FI,2022-04-07 14:44:15
700,Hami,42.8,93.45,69.8,12,5,7.49,CN,2022-04-07 14:44:15
701,Longjiang,47.3303,123.1836,41.61,26,100,11.83,CN,2022-04-07 14:44:16
702,Rouvroy,50.3925,2.904,55.36,60,35,27.07,FR,2022-04-07 14:44:16
703,Challans,46.8436,-1.8749,56.32,93,100,22.12,FR,2022-04-07 14:44:17
